mth,country,category_group,mwh
2017-01-01,lithuania,fossil,61235
2017-01-01,lithuania,other,7834
2017-01-01,lithuania,renewable_ex_nuclear,239194
2017-01-01,luxembourg,fossil,35498
2017-01-01,luxembourg,renewable_ex_nuclear,26249.75
2017-01-01,montenegro,fossil,112409
2017-01-01,montenegro,renewable_ex_nuclear,37648
2017-01-01,netherlands,fossil,6268154.25
2017-01-01,netherlands,nuclear,315934.75
2017-01-01,netherlands,other,2433850.5
2017-01-01,netherlands,renewable_ex_nuclear,189931
2017-01-01,north_macedonia,fossil,285612
2017-01-01,north_macedonia,renewable_ex_nuclear,74490
2017-01-01,norway,fossil,224732
2017-01-01,norway,other,19042
2017-01-01,norway,renewable_ex_nuclear,13043586
2017-01-01,poland,fossil,11499245
2017-01-01,poland,renewable_ex_nuclear,1224277
2017-01-01,portugal,fossil,2335785
2017-01-01,portugal,other,25564
2017-01-01,portugal,renewable_ex_nuclear,2234892
2017-01-01,romania,fossil,2888523
2017-01-01,romania,nuclear,898454
2017-01-01,romania,renewable_ex_nuclear,1774286
2017-01-01,serbia,fossil,2237638
2017-01-01,serbia,other,62703
2017-01-01,serbia,renewable_ex_nuclear,612210
2017-01-01,slovakia,fossil,379284
2017-01-01,slovakia,nuclear,1219832
2017-01-01,slovakia,other,276131
2017-01-01,slovakia,renewable_ex_nuclear,376835
2017-01-01,slovenia,fossil,507744
2017-01-01,slovenia,nuclear,447860
2017-01-01,slovenia,renewable_ex_nuclear,180957
2017-01-01,spain,fossil,9033772
2017-01-01,spain,nuclear,4595914
2017-01-01,spain,other,36701
2017-01-01,spain,renewable_ex_nuclear,7411376
2017-01-01,sweden,nuclear,5842020
2017-01-01,sweden,other,961749
2017-01-01,sweden,renewable_ex_nuclear,7140775
2017-01-01,switzerland,nuclear,1126290
2017-01-01,switzerland,renewable_ex_nuclear,1685288
2017-02-01,austria,fossil,1494383.25
2017-02-01,austria,other,12672
2017-02-01,austria,renewable_ex_nuclear,2401704.75
2017-02-01,belgium,fossil,1765287
2017-02-01,belgium,nuclear,2876546
2017-02-01,belgium,other,375690
2017-02-01,belgium,renewable_ex_nuclear,936533
2017-02-01,bosnia_herzegovina,fossil,25364
2017-02-01,bosnia_herzegovina,renewable_ex_nuclear,3738
2017-02-01,bulgaria,fossil,1827542
2017-02-01,bulgaria,nuclear,1182631
2017-02-01,bulgaria,renewable_ex_nuclear,379007
2017-02-01,czech_republic,fossil,3466101
2017-02-01,czech_republic,nuclear,1730182
2017-02-01,czech_republic,other,61662
2017-02-01,czech_republic,renewable_ex_nuclear,743096
2017-02-01,denmark,fossil,977230
2017-02-01,denmark,renewable_ex_nuclear,1735476
2017-02-01,estonia,fossil,727990
2017-02-01,estonia,renewable_ex_nuclear,96758
2017-02-01,finland,fossil,1543582
2017-02-01,finland,nuclear,1593416
2017-02-01,finland,other,219099
2017-02-01,finland,renewable_ex_nuclear,1618214
2017-02-01,france,fossil,5357774
2017-02-01,france,nuclear,28664180
2017-02-01,france,renewable_ex_nuclear,6837375
2017-02-01,germany,fossil,17600700.75
2017-02-01,germany,nuclear,3881271
2017-02-01,germany,other,3709722.25
2017-02-01,germany,renewable_ex_nuclear,14963962
2017-02-01,greece,fossil,2513175
2017-02-01,greece,renewable_ex_nuclear,643114
2017-02-01,hungary,fossil,772157.5
2017-02-01,hungary,nuclear,826601.5
2017-02-01,hungary,other,50242.25
2017-02-01,hungary,renewable_ex_nuclear,108023
2017-02-01,ireland,fossil,1190916
2017-02-01,ireland,other,889
2017-02-01,ireland,renewable_ex_nuclear,835573
2017-02-01,italy,fossil,5705439
2017-02-01,italy,other,6883440
2017-02-01,italy,renewable_ex_nuclear,4639667
2017-02-01,latvia,fossil,243877
2017-02-01,latvia,other,57327
2017-02-01,latvia,renewable_ex_nuclear,210133
2017-02-01,lithuania,fossil,48347
2017-02-01,lithuania,other,7333
2017-02-01,lithuania,renewable_ex_nuclear,221417
2017-02-01,luxembourg,fossil,29144.75
2017-02-01,luxembourg,renewable_ex_nuclear,36034.25
2017-02-01,montenegro,fossil,110698
2017-02-01,montenegro,renewable_ex_nuclear,34349
2017-02-01,netherlands,fossil,5147309.25
2017-02-01,netherlands,nuclear,280821.25
2017-02-01,netherlands,other,2152165.25
2017-02-01,netherlands,renewable_ex_nuclear,260812.5
2017-02-01,north_macedonia,fossil,315063
2017-02-01,north_macedonia,renewable_ex_nuclear,56300
2017-02-01,norway,fossil,208141
2017-02-01,norway,other,6802
2017-02-01,norway,renewable_ex_nuclear,10986386
2017-02-01,poland,fossil,9755195
2017-02-01,poland,renewable_ex_nuclear,1320536
2017-02-01,portugal,fossil,1715198
2017-02-01,portugal,other,22712
2017-02-01,portugal,renewable_ex_nuclear,2458618
2017-02-01,romania,fossil,2244213
2017-02-01,romania,nuclear,804416
2017-02-01,romania,renewable_ex_nuclear,1577467
2017-02-01,serbia,fossil,1809952
2017-02-01,serbia,other,32976
2017-02-01,serbia,renewable_ex_nuclear,793334
2017-02-01,slovakia,fossil,293866
2017-02-01,slovakia,nuclear,1096798
2017-02-01,slovakia,other,233579
2017-02-01,slovakia,renewable_ex_nuclear,369241
2017-02-01,slovenia,fossil,391726
2017-02-01,slovenia,nuclear,388976
2017-02-01,slovenia,renewable_ex_nuclear,222347
2017-02-01,spain,fossil,5869225
2017-02-01,spain,nuclear,4070611
2017-02-01,spain,other,34345
2017-02-01,spain,renewable_ex_nuclear,7271114
2017-02-01,sweden,nuclear,5252601
2017-02-01,sweden,other,903278
2017-02-01,sweden,renewable_ex_nuclear,5849114
2017-02-01,switzerland,nuclear,1195893
2017-02-01,switzerland,renewable_ex_nuclear,669137
2017-03-01,austria,fossil,949233.25
2017-03-01,austria,other,13728
2017-03-01,austria,renewable_ex_nuclear,3302160.75
2017-03-01,belgium,fossil,1648850
2017-03-01,belgium,nuclear,2938670
2017-03-01,belgium,other,375454
2017-03-01,belgium,renewable_ex_nuclear,1106192
2017-03-01,bosnia_herzegovina,fossil,592354
2017-03-01,bosnia_herzegovina,renewable_ex_nuclear,92768
2017-03-01,bulgaria,fossil,1553079
2017-03-01,bulgaria,nuclear,1282495
2017-03-01,bulgaria,renewable_ex_nuclear,484364
2017-03-01,czech_republic,fossil,3335378
2017-03-01,czech_republic,nuclear,1926126
2017-03-01,czech_republic,other,69546
2017-03-01,czech_republic,renewable_ex_nuclear,893691
2017-03-01,denmark,fossil,1046993
2017-03-01,denmark,renewable_ex_nuclear,1537453
2017-03-01,estonia,fossil,742762
2017-03-01,estonia,renewable_ex_nuclear,108413
2017-03-01,finland,fossil,1424573
2017-03-01,finland,nuclear,1734335
2017-03-01,finland,other,187588
2017-03-01,finland,renewable_ex_nuclear,1816148
2017-03-01,france,fossil,4413146
2017-03-01,france,nuclear,28602120
2017-03-01,france,renewable_ex_nuclear,8464539
2017-03-01,germany,fossil,17197825.25
2017-03-01,germany,nuclear,4066555.75
2017-03-01,germany,other,3338902.5
2017-03-01,germany,renewable_ex_nuclear,15984869
2017-03-01,greece,fossil,1846181
2017-03-01,greece,renewable_ex_nuclear,748731
2017-03-01,hungary,fossil,723046.5
2017-03-01,hungary,nuclear,1170423.5
2017-03-01,hungary,other,53204.5
2017-03-01,hungary,renewable_ex_nuclear,133967.5
2017-03-01,ireland,fossil,1273247
2017-03-01,ireland,other,1576.5
2017-03-01,ireland,renewable_ex_nuclear,770472
2017-03-01,italy,fossil,4868213
2017-03-01,italy,other,5585416
2017-03-01,italy,renewable_ex_nuclear,6084149
2017-03-01,latvia,fossil,60416
2017-03-01,latvia,other,64348
2017-03-01,latvia,renewable_ex_nuclear,670892
2017-03-01,lithuania,fossil,54326
2017-03-01,lithuania,other,8256
2017-03-01,lithuania,renewable_ex_nuclear,193156
2017-03-01,luxembourg,fossil,25940.75
2017-03-01,luxembourg,renewable_ex_nuclear,48039.25
2017-03-01,montenegro,fossil,108263
2017-03-01,montenegro,renewable_ex_nuclear,29881
2017-03-01,netherlands,fossil,4851711
2017-03-01,netherlands,nuclear,300494.75
2017-03-01,netherlands,other,2048364.5
2017-03-01,netherlands,renewable_ex_nuclear,202949.75
2017-03-01,north_macedonia,fossil,199147
2017-03-01,north_macedonia,renewable_ex_nuclear,37376
2017-03-01,norway,fossil,220570
2017-03-01,norway,other,5583
2017-03-01,norway,renewable_ex_nuclear,10467282
2017-03-01,poland,fossil,9407370
2017-03-01,poland,renewable_ex_nuclear,1368573
2017-03-01,portugal,fossil,1764659
2017-03-01,portugal,other,23289
2017-03-01,portugal,renewable_ex_nuclear,2417711
2017-03-01,romania,fossil,1868627
2017-03-01,romania,nuclear,877671
2017-03-01,romania,renewable_ex_nuclear,2062698
2017-03-01,serbia,fossil,1372981
2017-03-01,serbia,other,11136
2017-03-01,serbia,renewable_ex_nuclear,1027809
2017-03-01,slovakia,fossil,266044
2017-03-01,slovakia,nuclear,1115542
2017-03-01,slovakia,other,242822
2017-03-01,slovakia,renewable_ex_nuclear,508537
2017-03-01,slovenia,fossil,387025
2017-03-01,slovenia,nuclear,433759
2017-03-01,slovenia,renewable_ex_nuclear,276428
2017-03-01,spain,fossil,4614527
2017-03-01,spain,nuclear,4415684
2017-03-01,spain,other,37011
2017-03-01,spain,renewable_ex_nuclear,7799918
2017-03-01,sweden,nuclear,5511844
2017-03-01,sweden,other,861035
2017-03-01,sweden,renewable_ex_nuclear,6012036
2017-03-01,switzerland,nuclear,1820153
2017-03-01,switzerland,renewable_ex_nuclear,823154
2017-04-01,austria,fossil,561344.5
2017-04-01,austria,other,13728
2017-04-01,austria,renewable_ex_nuclear,3425687.5
2017-04-01,belgium,fossil,1745683
2017-04-01,belgium,nuclear,1804812
2017-04-01,belgium,other,360750
2017-04-01,belgium,renewable_ex_nuclear,898435
2017-04-01,bosnia_herzegovina,fossil,564543
2017-04-01,bosnia_herzegovina,renewable_ex_nuclear,101887
2017-04-01,bulgaria,fossil,1415513
2017-04-01,bulgaria,nuclear,1054934
2017-04-01,bulgaria,renewable_ex_nuclear,480453
2017-04-01,czech_republic,fossil,3257859
2017-04-01,czech_republic,nuclear,2163529
2017-04-01,czech_republic,other,68973
2017-04-01,czech_republic,renewable_ex_nuclear,909254
2017-04-01,denmark,fossil,702615
2017-04-01,denmark,renewable_ex_nuclear,1530763
2017-04-01,estonia,fossil,648563
2017-04-01,estonia,renewable_ex_nuclear,104343
2017-04-01,finland,fossil,1145366
2017-04-01,finland,nuclear,1563074
2017-04-01,finland,other,47099
2017-04-01,finland,renewable_ex_nuclear,1550239
2017-04-01,france,fossil,2939775
2017-04-01,france,nuclear,27259906
2017-04-01,france,renewable_ex_nuclear,6421063
2017-04-01,germany,fossil,15750991
2017-04-01,germany,nuclear,4106532
2017-04-01,germany,other,2383043
2017-04-01,germany,renewable_ex_nuclear,15764158
2017-04-01,greece,fossil,1736027
2017-04-01,greece,renewable_ex_nuclear,659147
2017-04-01,hungary,fossil,553722
2017-04-01,hungary,nuclear,1189713.25
2017-04-01,hungary,other,52771.25
2017-04-01,hungary,renewable_ex_nuclear,166723
2017-04-01,ireland,fossil,1331791
2017-04-01,ireland,other,666
2017-04-01,ireland,renewable_ex_nuclear,489972
2017-04-01,italy,fossil,4718107
2017-04-01,italy,other,5602304
2017-04-01,italy,renewable_ex_nuclear,6108839
2017-04-01,latvia,fossil,58922
2017-04-01,latvia,other,62470
2017-04-01,latvia,renewable_ex_nuclear,518318
2017-04-01,lithuania,fossil,48635
2017-04-01,lithuania,other,8500
2017-04-01,lithuania,renewable_ex_nuclear,201247
2017-04-01,luxembourg,fossil,24944
2017-04-01,luxembourg,renewable_ex_nuclear,35381.25
2017-04-01,montenegro,fossil,48223
2017-04-01,montenegro,renewable_ex_nuclear,26749
2017-04-01,netherlands,fossil,4467259.25
2017-04-01,netherlands,nuclear,244106
2017-04-01,netherlands,other,2052531.75
2017-04-01,netherlands,renewable_ex_nuclear,160306.5
2017-04-01,north_macedonia,fossil,143659
2017-04-01,north_macedonia,renewable_ex_nuclear,41677
2017-04-01,norway,fossil,214943
2017-04-01,norway,other,398
2017-04-01,norway,renewable_ex_nuclear,9742885
2017-04-01,poland,fossil,8764223
2017-04-01,poland,renewable_ex_nuclear,1445307
2017-04-01,portugal,fossil,1841365
2017-04-01,portugal,other,23588
2017-04-01,portugal,renewable_ex_nuclear,1932110
2017-04-01,romania,fossil,1568951
2017-04-01,romania,nuclear,881689
2017-04-01,romania,renewable_ex_nuclear,1898485
2017-04-01,serbia,fossil,1398537
2017-04-01,serbia,other,9882
2017-04-01,serbia,renewable_ex_nuclear,731711
2017-04-01,slovakia,fossil,243346
2017-04-01,slovakia,nuclear,892544
2017-04-01,slovakia,other,232011
2017-04-01,slovakia,renewable_ex_nuclear,448489
2017-04-01,slovenia,fossil,313941
2017-04-01,slovenia,nuclear,418925
2017-04-01,slovenia,renewable_ex_nuclear,243065
2017-04-01,spain,fossil,4585726
2017-04-01,spain,nuclear,4268671
2017-04-01,spain,other,21725
2017-04-01,spain,renewable_ex_nuclear,7070623
2017-04-01,sweden,nuclear,5342811
2017-04-01,sweden,other,682745
2017-04-01,sweden,renewable_ex_nuclear,5345896
2017-04-01,switzerland,nuclear,1817386
2017-04-01,switzerland,renewable_ex_nuclear,784087
2017-05-01,austria,fossil,210720.25
2017-05-01,austria,other,14256
2017-05-01,austria,renewable_ex_nuclear,4257640.5
2017-05-01,belgium,fossil,1509286
2017-05-01,belgium,nuclear,2360231
2017-05-01,belgium,other,326659
2017-05-01,belgium,renewable_ex_nuclear,1028428
2017-05-01,bosnia_herzegovina,fossil,548045
2017-05-01,bosnia_herzegovina,renewable_ex_nuclear,75903
2017-05-01,bulgaria,fossil,1619792
2017-05-01,bulgaria,nuclear,659642
2017-05-01,bulgaria,renewable_ex_nuclear,539391
2017-05-01,czech_republic,fossil,2664908
2017-05-01,czech_republic,nuclear,1825224
2017-05-01,czech_republic,other,74978
2017-05-01,czech_republic,renewable_ex_nuclear,1026469
2017-05-01,denmark,fossil,515834
2017-05-01,denmark,renewable_ex_nuclear,1240986
2017-05-01,estonia,fossil,783285
2017-05-01,estonia,renewable_ex_nuclear,76522
2017-05-01,finland,fossil,970933
2017-05-01,finland,nuclear,1319984
2017-05-01,finland,other,36998
2017-05-01,finland,renewable_ex_nuclear,1751164
2017-05-01,france,fossil,2185242
2017-05-01,france,nuclear,26060356
2017-05-01,france,renewable_ex_nuclear,7574255
2017-05-01,germany,fossil,16491084.25
2017-05-01,germany,nuclear,4917376.75
2017-05-01,germany,other,2527807
2017-05-01,germany,renewable_ex_nuclear,15222386.25
2017-05-01,greece,fossil,1887326
2017-05-01,greece,renewable_ex_nuclear,823569
2017-05-01,hungary,fossil,572882
2017-05-01,hungary,nuclear,1212669.75
2017-05-01,hungary,other,50592.5
2017-05-01,hungary,renewable_ex_nuclear,144463.75
2017-05-01,ireland,fossil,1269838
2017-05-01,ireland,other,764.5
2017-05-01,ireland,renewable_ex_nuclear,443809.5
2017-05-01,italy,fossil,4767140
2017-05-01,italy,other,5808241
2017-05-01,italy,renewable_ex_nuclear,7204012
2017-05-01,latvia,fossil,38385
2017-05-01,latvia,other,58572
2017-05-01,latvia,renewable_ex_nuclear,408540
2017-05-01,lithuania,fossil,82234
2017-05-01,lithuania,other,5809
2017-05-01,lithuania,renewable_ex_nuclear,193134
2017-05-01,luxembourg,fossil,21910.5
2017-05-01,luxembourg,renewable_ex_nuclear,33943.5
2017-05-01,montenegro,renewable_ex_nuclear,18167
2017-05-01,netherlands,fossil,4553955.25
2017-05-01,netherlands,nuclear,135.25
2017-05-01,netherlands,other,1808307.25
2017-05-01,netherlands,renewable_ex_nuclear,198858
2017-05-01,north_macedonia,fossil,145381
2017-05-01,north_macedonia,renewable_ex_nuclear,25181
2017-05-01,norway,fossil,146842
2017-05-01,norway,other,4944
2017-05-01,norway,renewable_ex_nuclear,9469095
2017-05-01,poland,fossil,9177123
2017-05-01,poland,renewable_ex_nuclear,1120870
2017-05-01,portugal,fossil,2314060
2017-05-01,portugal,other,12879
2017-05-01,portugal,renewable_ex_nuclear,1605310
2017-05-01,romania,fossil,1675944
2017-05-01,romania,nuclear,464683
2017-05-01,romania,renewable_ex_nuclear,1890092
2017-05-01,serbia,fossil,1451990
2017-05-01,serbia,other,7126
2017-05-01,serbia,renewable_ex_nuclear,809894
2017-05-01,slovakia,fossil,218770
2017-05-01,slovakia,nuclear,912114
2017-05-01,slovakia,other,217309
2017-05-01,slovakia,renewable_ex_nuclear,562693
2017-05-01,slovenia,fossil,294010
2017-05-01,slovenia,nuclear,446759
2017-05-01,slovenia,renewable_ex_nuclear,360546
2017-05-01,spain,fossil,6437385
2017-05-01,spain,nuclear,3597722
2017-05-01,spain,other,30839
2017-05-01,spain,renewable_ex_nuclear,6375656
2017-05-01,sweden,nuclear,4943103
2017-05-01,sweden,other,435472
2017-05-01,sweden,renewable_ex_nuclear,5000523
2017-05-01,switzerland,nuclear,1861905
2017-05-01,switzerland,renewable_ex_nuclear,1062729
2017-06-01,austria,fossil,424485.75
2017-06-01,austria,other,13200
2017-06-01,austria,renewable_ex_nuclear,3358412
2017-06-01,belgium,fossil,1263566
2017-06-01,belgium,nuclear,3008828
2017-06-01,belgium,other,264648
2017-06-01,belgium,renewable_ex_nuclear,1064503
2017-06-01,bosnia_herzegovina,fossil,757602
2017-06-01,bosnia_herzegovina,renewable_ex_nuclear,54443
2017-06-01,bulgaria,fossil,1177398
2017-06-01,bulgaria,nuclear,1029539
2017-06-01,bulgaria,renewable_ex_nuclear,565630
2017-06-01,czech_republic,fossil,2269506
2017-06-01,czech_republic,nuclear,1442286
2017-06-01,czech_republic,other,65821
2017-06-01,czech_republic,renewable_ex_nuclear,874118
2017-06-01,denmark,fossil,288575
2017-06-01,denmark,renewable_ex_nuclear,1290230
2017-06-01,estonia,fossil,630519
2017-06-01,estonia,renewable_ex_nuclear,90164
2017-06-01,finland,fossil,525952
2017-06-01,finland,nuclear,1109654
2017-06-01,finland,other,25642
2017-06-01,finland,renewable_ex_nuclear,1708459
2017-06-01,france,fossil,1812004
2017-06-01,france,nuclear,22164940
2017-06-01,france,renewable_ex_nuclear,6973166
2017-06-01,germany,fossil,13804273.25
2017-06-01,germany,nuclear,5289306.25
2017-06-01,germany,other,2159610.25
2017-06-01,germany,renewable_ex_nuclear,15308052
2017-06-01,greece,fossil,2256713
2017-06-01,greece,renewable_ex_nuclear,690793
2017-06-01,hungary,fossil,620416.25
2017-06-01,hungary,nuclear,1109667.5
2017-06-01,hungary,other,51655
2017-06-01,hungary,renewable_ex_nuclear,122573
2017-06-01,ireland,fossil,1079691.5
2017-06-01,ireland,other,1631.5
2017-06-01,ireland,renewable_ex_nuclear,536341
2017-06-01,italy,fossil,5455648
2017-06-01,italy,other,6113769
2017-06-01,italy,renewable_ex_nuclear,7107749
2017-06-01,latvia,fossil,69815
2017-06-01,latvia,other,49041
2017-06-01,latvia,renewable_ex_nuclear,178944
2017-06-01,lithuania,fossil,37209
2017-06-01,lithuania,other,8379
2017-06-01,lithuania,renewable_ex_nuclear,221726
2017-06-01,luxembourg,fossil,19185.5
2017-06-01,luxembourg,renewable_ex_nuclear,36274.5
2017-06-01,montenegro,fossil,36019
2017-06-01,montenegro,renewable_ex_nuclear,23621
2017-06-01,netherlands,fossil,4325263.25
2017-06-01,netherlands,nuclear,1173.75
2017-06-01,netherlands,other,1715894
2017-06-01,netherlands,renewable_ex_nuclear,285764
2017-06-01,north_macedonia,fossil,187888
2017-06-01,north_macedonia,renewable_ex_nuclear,24543
2017-06-01,norway,fossil,177767
2017-06-01,norway,other,7093
2017-06-01,norway,renewable_ex_nuclear,8608500
2017-06-01,poland,fossil,8499736
2017-06-01,poland,renewable_ex_nuclear,1120013
2017-06-01,portugal,fossil,2368432
2017-06-01,portugal,other,20002
2017-06-01,portugal,renewable_ex_nuclear,1438483
2017-06-01,romania,fossil,1522957
2017-06-01,romania,nuclear,796845
2017-06-01,romania,renewable_ex_nuclear,1622649
2017-06-01,serbia,fossil,1464613
2017-06-01,serbia,other,6000
2017-06-01,serbia,renewable_ex_nuclear,565891
2017-06-01,slovakia,fossil,238391
2017-06-01,slovakia,nuclear,858556
2017-06-01,slovakia,other,198880
2017-06-01,slovakia,renewable_ex_nuclear,374345
2017-06-01,slovenia,fossil,224339
2017-06-01,slovenia,nuclear,405754
2017-06-01,slovenia,renewable_ex_nuclear,309209
2017-06-01,spain,fossil,8078941
2017-06-01,spain,nuclear,3389582
2017-06-01,spain,other,32233
2017-06-01,spain,renewable_ex_nuclear,5794244
2017-06-01,sweden,nuclear,3709961
2017-06-01,sweden,other,252773
2017-06-01,sweden,renewable_ex_nuclear,4557914
2017-06-01,switzerland,nuclear,1138683
2017-06-01,switzerland,renewable_ex_nuclear,1435379
2017-07-01,austria,fossil,380814
2017-07-01,austria,other,14256
2017-07-01,austria,renewable_ex_nuclear,3844204
2017-07-01,belgium,fossil,1447380
2017-07-01,belgium,nuclear,3556095
2017-07-01,belgium,other,300769
2017-07-01,belgium,renewable_ex_nuclear,1010825
2017-07-01,bosnia_herzegovina,fossil,764224
2017-07-01,bosnia_herzegovina,renewable_ex_nuclear,87022
2017-07-01,bulgaria,fossil,1465731
2017-07-01,bulgaria,nuclear,1264028
2017-07-01,bulgaria,renewable_ex_nuclear,519080
2017-07-01,czech_republic,fossil,2254595
2017-07-01,czech_republic,nuclear,1401088
2017-07-01,czech_republic,other,69741
2017-07-01,czech_republic,renewable_ex_nuclear,806811
2017-07-01,denmark,fossil,412252
2017-07-01,denmark,renewable_ex_nuclear,994754
2017-07-01,estonia,fossil,583686
2017-07-01,estonia,renewable_ex_nuclear,78624
2017-07-01,finland,fossil,403320
2017-07-01,finland,nuclear,1402427
2017-07-01,finland,other,55053
2017-07-01,finland,renewable_ex_nuclear,1714598
2017-07-01,france,fossil,2909670
2017-07-01,france,nuclear,24365354
2017-07-01,france,renewable_ex_nuclear,6443564
2017-07-01,germany,fossil,15537045.25
2017-07-01,germany,nuclear,4647988.5
2017-07-01,germany,other,2946368.75
2017-07-01,germany,renewable_ex_nuclear,14439023.75
2017-07-01,greece,fossil,2682744
2017-07-01,greece,renewable_ex_nuclear,983761
2017-07-01,hungary,fossil,831182.25
2017-07-01,hungary,nuclear,1137202.75
2017-07-01,hungary,other,52455
2017-07-01,hungary,renewable_ex_nuclear,126799.75
2017-07-01,ireland,fossil,1296300
2017-07-01,ireland,other,1848.5
2017-07-01,ireland,renewable_ex_nuclear,374056.5
2017-07-01,italy,fossil,7897651
2017-07-01,italy,other,5092681
2017-07-01,italy,renewable_ex_nuclear,7526867
2017-07-01,latvia,fossil,73040
2017-07-01,latvia,other,48262
2017-07-01,latvia,renewable_ex_nuclear,187889
2017-07-01,lithuania,fossil,28701
2017-07-01,lithuania,other,9033
2017-07-01,lithuania,renewable_ex_nuclear,229094
2017-07-01,luxembourg,fossil,20597
2017-07-01,luxembourg,renewable_ex_nuclear,36848.5
2017-07-01,montenegro,fossil,125566
2017-07-01,montenegro,renewable_ex_nuclear,17015
2017-07-01,netherlands,fossil,5093353.75
2017-07-01,netherlands,nuclear,158026
2017-07-01,netherlands,other,1891673
2017-07-01,netherlands,renewable_ex_nuclear,229522.25
2017-07-01,north_macedonia,fossil,272869
2017-07-01,north_macedonia,renewable_ex_nuclear,54378
2017-07-01,norway,fossil,233185
2017-07-01,norway,other,11219
2017-07-01,norway,renewable_ex_nuclear,8765912
2017-07-01,poland,fossil,9593753
2017-07-01,poland,renewable_ex_nuclear,831624
2017-07-01,portugal,fossil,2737638
2017-07-01,portugal,other,24595
2017-07-01,portugal,renewable_ex_nuclear,1482159
2017-07-01,romania,fossil,1948361
2017-07-01,romania,nuclear,856217
2017-07-01,romania,renewable_ex_nuclear,1438443
2017-07-01,serbia,fossil,1787862
2017-07-01,serbia,other,4538
2017-07-01,serbia,renewable_ex_nuclear,432297
2017-07-01,slovakia,fossil,277826
2017-07-01,slovakia,nuclear,1126117
2017-07-01,slovakia,other,211801
2017-07-01,slovakia,renewable_ex_nuclear,385118
2017-07-01,slovenia,fossil,364838
2017-07-01,slovenia,nuclear,436383
2017-07-01,slovenia,renewable_ex_nuclear,317912
2017-07-01,spain,fossil,8781904
2017-07-01,spain,nuclear,3826349
2017-07-01,spain,other,17555
2017-07-01,spain,renewable_ex_nuclear,5914675
2017-07-01,sweden,nuclear,3735304
2017-07-01,sweden,other,229838
2017-07-01,sweden,renewable_ex_nuclear,5377995
2017-07-01,switzerland,nuclear,1779062
2017-07-01,switzerland,renewable_ex_nuclear,1379213
2017-08-01,austria,fossil,342919
2017-08-01,austria,other,14256
2017-08-01,austria,renewable_ex_nuclear,4223076
2017-08-01,belgium,fossil,1361759
2017-08-01,belgium,nuclear,3580423
2017-08-01,belgium,other,327727
2017-08-01,belgium,renewable_ex_nuclear,879640
2017-08-01,bosnia_herzegovina,fossil,795274
2017-08-01,bosnia_herzegovina,renewable_ex_nuclear,94782
2017-08-01,bulgaria,fossil,1518945
2017-08-01,bulgaria,nuclear,1293774
2017-08-01,bulgaria,renewable_ex_nuclear,487528
2017-08-01,czech_republic,fossil,2575987
2017-08-01,czech_republic,nuclear,1890095
2017-08-01,czech_republic,other,70346
2017-08-01,czech_republic,renewable_ex_nuclear,907295
2017-08-01,denmark,fossil,441375
2017-08-01,denmark,renewable_ex_nuclear,983157
2017-08-01,estonia,fossil,642747
2017-08-01,estonia,renewable_ex_nuclear,85504
2017-08-01,finland,fossil,392871
2017-08-01,finland,nuclear,1499929
2017-08-01,finland,other,61122
2017-08-01,finland,renewable_ex_nuclear,1679984
2017-08-01,france,fossil,1852625
2017-08-01,france,nuclear,24797576
2017-08-01,france,renewable_ex_nuclear,5601015
2017-08-01,germany,fossil,15079080.75
2017-08-01,germany,nuclear,6182573.5
2017-08-01,germany,other,2294930.25
2017-08-01,germany,renewable_ex_nuclear,14249733.5
2017-08-01,greece,fossil,2690334
2017-08-01,greece,renewable_ex_nuclear,1097849
2017-08-01,hungary,fossil,971814.75
2017-08-01,hungary,nuclear,890627.25
2017-08-01,hungary,other,60055
2017-08-01,hungary,renewable_ex_nuclear,124240.25
2017-08-01,ireland,fossil,1322049
2017-08-01,ireland,other,1642.5
2017-08-01,ireland,renewable_ex_nuclear,400789.5
2017-08-01,italy,fossil,7508384
2017-08-01,italy,other,4795863
2017-08-01,italy,renewable_ex_nuclear,6890834
2017-08-01,latvia,fossil,53527
2017-08-01,latvia,other,47416
2017-08-01,latvia,renewable_ex_nuclear,242082
2017-08-01,lithuania,fossil,43680
2017-08-01,lithuania,other,8895
2017-08-01,lithuania,renewable_ex_nuclear,242682
2017-08-01,luxembourg,fossil,18246.5
2017-08-01,luxembourg,renewable_ex_nuclear,29828.75
2017-08-01,montenegro,fossil,115572
2017-08-01,montenegro,renewable_ex_nuclear,29453
2017-08-01,netherlands,fossil,4231618.5
2017-08-01,netherlands,nuclear,291541
2017-08-01,netherlands,other,1523618.5
2017-08-01,netherlands,renewable_ex_nuclear,236408.75
2017-08-01,north_macedonia,fossil,277300
2017-08-01,north_macedonia,renewable_ex_nuclear,60874
2017-08-01,norway,fossil,230823
2017-08-01,norway,other,21446
2017-08-01,norway,renewable_ex_nuclear,9323540
2017-08-01,poland,fossil,9480429
2017-08-01,poland,renewable_ex_nuclear,917694
2017-08-01,portugal,fossil,2842765
2017-08-01,portugal,other,24228
2017-08-01,portugal,renewable_ex_nuclear,1478755
2017-08-01,romania,fossil,1914582
2017-08-01,romania,nuclear,857173
2017-08-01,romania,renewable_ex_nuclear,1391186
2017-08-01,serbia,fossil,1780705
2017-08-01,serbia,other,5194
2017-08-01,serbia,renewable_ex_nuclear,495757
2017-08-01,slovakia,fossil,284693
2017-08-01,slovakia,nuclear,1159543
